SKU,NAME,PRICE,RETAIL_PRICE,WEIGHT,LENGTH,WIDTH,HEIGHT,QUANTITY,LASTUPDATE,LAST_QUANTITY_UPDATE,LAST_PRICE_UPDATE,LAST_PRICE_CHANGE,ITMGRP_NAME,CLASS1_NAME,CLASS2_NAME,BARCODE1
HR54207,Concord Grape Jelly,1.5,3,0,0,0,0,7,4/12/2019,4/12/2019,5/22/2012,0.25,FOOD,CONDIMENTS,NONE,
HR54209,Vegetable Shortening,1.5,3,0,0,0,0,6,12/18/2018,12/18/2018,5/22/2012,0.25,FOOD,BAKING,NONE,
HR54212,Stawberry Preserves,1.5,3,0,0,0,0,6,10/4/2018,10/4/2018,3/3/2012,0.25,FOOD,CONDIMENTS,NONE,
HR54214,Creamy Peanut Butter,1.5,3,0,0,0,0,10,2/28/2019,2/28/2019,11/2/2010,-0.25,FOOD,CONDIMENTS,NONE,
HR54215,Chunky Peanut Butter,1.5,3,0,0,0,0,4,2/26/2019,2/26/2019,12/23/2009,0,FOOD,CONDIMENTS,NONE,
HR54216,Donut Box -Empty,1.5,3,0,,,,0,2/13/2014,6/11/2010,,,FOOD,SNACKS & DESERTS,NONE,
HR54217,Donut Box-Filled,7,14,0,0,0,0,0,2/26/2019,2/26/2019,12/23/2009,-1,FOOD,SNACKS & DESERTS,NONE,
HR54226,Butter - 1 Lb. Box,1,2,0,0,0,0,9,4/12/2019,4/12/2019,12/23/2009,0,FOOD,CONDIMENTS,NONE,
HR54235,Best Flour,1.5,3,0,0,0,0,2,4/3/2019,4/3/2019,5/17/2017,-0.25,FOOD,BAKING,NONE,
HR54236,Granulated Sugar,1.5,3,0,0,0,0,0,4/30/2019,4/30/2019,8/31/2017,-0.25,FOOD,BAKING,NONE,
HR54237,Best Grits,1.25,2.5,0,0,0,0,2,3/6/2018,3/6/2018,9/17/2014,-0.25,FOOD,BREAKFAST,NONE,
HR54239,Cream Cheese Box,1,2,0,0,0,0,9,4/12/2019,4/12/2019,12/23/2009,0,FOOD,BAKING,NONE,
HR54240,Cheese Dip Jar,1.5,3,0,0,0,0,2,5/9/2017,5/9/2017,5/21/2016,-0.25,FOOD,SNACKS & DESERTS,NONE,
HR54241,Cheese Spread Box,1,2,0,0,0,0,6,3/29/2019,3/29/2019,12/23/2009,0,FOOD,SNACKS & DESERTS,NONE,
HR54242,"Cheese Set Of 3-Cream, Dip, Spread",3.5,7,0,0,0,0,2,8/7/2018,8/7/2018,1/5/2010,-3.5,FOOD,SNACKS & DESERTS,NONE,
HR54244,Beef Stew,1,2,0,0,0,0,6,1/11/2019,1/11/2019,12/23/2009,0,FOOD,SOUP,NONE,
HR54246,Aunt Mary'S Spaghetti & Meatballs -  Can,1,2,0,0,0,0,4,11/29/2018,11/29/2018,12/23/2009,0,FOOD,DINNER,NONE,
HR54247,Crown Confectioners Sugar,1,2,0,0,0,0,0,4/1/2019,4/1/2019,12/23/2009,0,FOOD,BAKING,NONE,
HR54248,Crown Light Brown Sugar,1,2,0,0,0,0,5,3/8/2019,3/8/2019,12/23/2009,0,FOOD,BAKING,NONE,
HR54252,Preserves & Jelly- Set Of 5,7.5,15,0,0,0,0,1,2/7/2018,2/7/2018,3/3/2012,2.5,FOOD,CONDIMENTS,NONE,
HR54253,Crisp Saltines,1,2,0,0,0,0,12,3/29/2019,3/29/2019,12/23/2009,0,FOOD,SNACKS & DESERTS,NONE,
HR54254,Butter Maide Shortbread Cookies - Box,1,2,0,0,0,0,2,12/5/2018,12/5/2018,12/23/2009,0,FOOD,SNACKS & DESERTS,NONE,
HR54257,Baking Soda,1,2,0,0,0,0,2,4/12/2019,4/12/2019,12/23/2009,0,FOOD,CONDIMENTS,NONE,
HR54261,Yellow Mustard,1.25,2.5,0,0,0,0,2,10/10/2017,10/10/2017,12/23/2009,0,FOOD,CONDIMENTS,NONE,
HR54262,Tostitos Salsa,1.5,3,0,0,0,0,11,3/29/2019,3/29/2019,5/7/2015,1,FOOD,CONDIMENTS,NONE,
HR54285,Ketchup & Mustard,3,6,0,0,0,0,5,4/1/2019,4/1/2019,2/7/2019,0.5,FOOD,,,
HR54324,Cheetos Puffs,1.75,3.5,0,0,0,0,6,4/2/2019,4/2/2019,10/9/2015,0,FOOD,,,
HR54327,"Measuring Cup, Filled with Water",1.5,3,0,0,0,0,8,9/1/2017,9/1/2017,10/1/2015,0,FOOD,,,
HR54328,"Measuring Cup, Filled with Milk",1.5,3,0,0,0,0,12,3/29/2019,3/29/2019,10/1/2015,0,FOOD,,,
HR54329,"Measuring Cup, Filled with Olive Oil",1.5,3,0,0,0,0,9,2/28/2019,2/28/2019,10/1/2015,0,FOOD,,,
HR54330,"Measuring Cup Set, Filled w/Water, Milk, Olive Oil",4.5,9,0,0,0,0,6,3/29/2019,3/29/2019,10/1/2015,0,FOOD,,,
HR54331,Measuring Cup with 1/2 Gallon Milk Bottle,2.75,5.5,0,0,0,0,6,9/18/2018,9/18/2018,10/1/2015,0,FOOD,,,
HR54332,Olive Oil with Filled Measuring Cup,3,6,0,0,0,0,0,3/8/2019,3/8/2019,10/1/2015,0,FOOD,,,
HR54333,Measuring Cup with White Vinegar,3,6,0,0,0,0,6,7/26/2018,7/26/2018,10/1/2015,0,FOOD,,,
HR55039,"Dairy Set- Milk, Butter, Egg Carton",3.5,7,0,0,0,0,10,4/2/2019,4/2/2019,12/23/2009,0,FOOD,BAKING,NONE,
HR55050,Aunt Mary'S Spaghetti Sauce,1.5,3,0,0,0,0,3,2/28/2017,2/28/2017,5/29/2013,0.25,FOOD,MISC,NONE,
HR55051,Iodized Salt,1.25,2.5,0,0,0,0,6,4/12/2019,4/12/2019,12/23/2017,-0.25,FOOD,CONDIMENTS,NONE,
HR55052,Fresh Laundry Bottle,1.5,3,0,0,0,0,9,9/1/2017,9/1/2017,5/17/2017,-0.5,FOOD,BREAKFAST,NONE,
HR55056,Campers Marshmallow Bag,1.5,3,0,0,0,0,9,2/28/2019,2/28/2019,12/23/2009,0,FOOD,SNACKS & DESERTS,NONE,
HR55057,Chocolate Bar,1,2,0,0,0,0,3,2/7/2019,2/7/2019,12/23/2009,0,FOOD,CANDY,NONE,
HR55059,Hot Pepper Sauce,1.5,3,0,0,0,0,15,4/3/2019,4/3/2019,5/22/2012,0.25,FOOD,CONDIMENTS,NONE,
HR55060,Gormet Steak Sauce,1.5,3,0,0,0,0,3,3/4/2019,3/4/2019,7/12/2013,0.25,FOOD,CONDIMENTS,NONE,
HR55063,Cooking Spray,1.5,3,0,0,0,0,2,3/8/2019,3/8/2019,9/15/2018,-0.25,FOOD,BAKING,NONE,
HR55068,"Cereal Set -1/2Gal Milk, 2 Cereal Boxes",3.25,6.5,0,0,0,0,3,2/7/2019,2/7/2019,9/17/2014,-0.5,FOOD,BREAKFAST,NONE,
HR55071,Cranberry Sauce-Can,1,2,0,0,0,0,8,2/7/2019,2/7/2019,11/18/2014,0,FOOD,CONDIMENTS,NONE,
HR55183,Tostitos,1.75,3.5,0,0,0,0,0,10/1/2015,10/1/2015,10/1/2015,0,FOOD,,,
HR57113,Hostess Mayonnaise,1.25,2.5,0,0,0,0,0,2/14/2015,2/14/2015,12/23/2009,0.25,FOOD,CONDIMENTS,NONE,
HR57116,Gray Bonnet Peaches (2Lb Can),1.25,2.5,0,0,0,0,12,3/29/2019,3/29/2019,12/6/2016,-0.25,FOOD,FRUIT,NONE,
HR57117,Farmers Pride Pumpkin (2Lb Can),1.25,2.5,0,0,0,0,9,4/22/2019,4/22/2019,10/1/2015,-0.25,FOOD,BAKING,NONE,
HR57118,Behrson Sauerkraut (2Lb Can),1,2,0,0,0,0,3,12/5/2018,12/5/2018,1/10/2015,0,FOOD,MISC,NONE,
HR57119,Defy The World Tomatoes (2Lb Can),1.25,2.5,0,0,0,0,6,4/3/2019,4/3/2019,10/1/2015,-0.25,FOOD,VEGETABLES,NONE,
HR57120,Yellowstone Sauerkraut (2Lb Can),1,2,0,0,0,0,3,4/12/2019,4/12/2019,10/2/2016,0,FOOD,VEGETABLES,NONE,
HR57122,Faultless Wax Beans (1Lb Can),1,2,0,0,0,0,6,11/3/2018,11/3/2018,12/23/2009,0.25,FOOD,VEGETABLES,NONE,
HR57123,Avondale Hominy (1Lb Can),1,2,0,0,0,0,6,7/4/2018,7/4/2018,12/23/2009,0.25,FOOD,VEGETABLES,NONE,
HR57128,Avondale Corn (1Lb Can),1,2,0,0,0,0,3,9/15/2018,9/15/2018,12/23/2009,0.25,FOOD,VEGETABLES,NONE,
HR57130,Honor Corn (1Lb Can),1,2,0,0,0,0,6,11/3/2018,11/3/2018,12/23/2009,0.25,FOOD,VEGETABLES,NONE,
HR57131,Atwater Sweet Potatoes (1Lb Can),1,2,0,0,0,0,6,12/5/2018,12/5/2018,12/23/2009,0.25,FOOD,VEGETABLES,NONE,
HR57132,Favorite Strawberries (1Lb Can),1,2,0,0,0,0,4,4/3/2019,4/3/2019,12/23/2009,0.25,FOOD,FRUIT,NONE,
HR57133,Behrson Pears ( 1 Lb Can),1,2,0,0,0,0,9,3/29/2019,3/29/2019,12/23/2009,0,FOOD,FRUIT,NONE,
HR57134,Delicious Elderberries (1 Lb Can ),1,2,0,0,0,0,0,4/2/2019,4/2/2019,12/23/2009,0,FOOD,FRUIT,NONE,
HR57136,Valley Queen Evaporated Milk (1Lb Can),1,2,0,0,0,0,12,3/29/2019,3/29/2019,12/23/2009,0,FOOD,BAKING,NONE,
IM65000,Filled Candy Cane Jar,1.85,3.7,0,0,0,0,222,4/2/2019,4/2/2019,11/7/2017,-0.2,FOOD,CANDY,NONE,7.32E+11
IM65020,Food Box Set/4,1.5,2.99,0,0,0,0,250,9/19/2018,9/19/2018,4/8/2015,-0.55,FOOD,MISC,NONE,7.32E+11
IM65027,Pull Toy Dog,1.5,2.99,0,0,0,0,228,4/30/2019,4/30/2019,10/29/2013,0,FOOD,,,7.32E+11
IM65048,"Garlic Bread, 4pc",0.75,1.49,0,0,0,0,250,11/23/2016,10/28/2012,12/10/2011,0.01,FOOD,BREADS AND ROLLS,NONE,7.32E+11
IM65061,"French Bread, 2/Pk",1.25,2.49,0,0,0,0,250,7/26/2018,7/24/2018,7/26/2018,-0.5,FOOD,BREADS AND ROLLS,NONE,7.32E+11
IM65091,"Donuts, 6Pk",1.65,3.29,0,0,0,0,250,11/23/2016,8/29/2015,9/26/2015,-0.15,FOOD,DESSERT,NONE,7.32E+11
IM65094,"Welcome Mat, Black",1.5,2.99,0,0,0,0,250,7/24/2018,7/24/2018,5/3/2014,0,FOOD,,,7.32E+11
IM65099,Sack Of Flour,0.75,1.5,0,0,0,0,250,4/3/2019,4/3/2019,6/18/2012,0.1,FOOD,GENERAL STORE,NONE,7.32E+11
IM65105,Pink Birthday Cake,1.1,2.19,0,0,0,0,227,4/22/2019,4/22/2019,2/2/2017,-0.1,FOOD,CAKES & PIES,NONE,7.32E+11
IM65111,"Welcome Mat, Ivory",1.5,2.99,0,0,0,0,89,4/11/2019,4/11/2019,5/3/2014,0,FOOD,,,7.32E+11
IM65126,Package of 5 Lollipops,1.1,2.19,0,0,0,0,211,3/25/2019,3/25/2019,10/28/2011,0.1,FOOD,CANDY,NONE,7.32E+11
IM65150,"Food Sacks, 2/Pk",0.65,1.29,0,0,0,0,250,11/23/2016,12/19/2013,12/10/2011,0.12,FOOD,GENERAL STORE,NONE,7.32E+11
IM65160,"Baking Supplies, 4pc",0.9,1.79,0,0,0,0,250,11/23/2016,9/19/2013,12/10/2011,0.01,FOOD,MISC,NONE,7.32E+11
IM65172,Chocolate Ice Cream & Milk,1.4,2.79,0,0,0,0,233,4/22/2019,4/22/2019,5/16/2015,-0.35,FOOD,DESSERT,NONE,7.32E+11
IM65183,".Wood Watermelon, 3Pk",1.2,2.39,0,0,0,0,250,2/6/2019,11/7/2017,10/15/2015,-0.05,FOOD,FRUIT,NONE,7.32E+11
IM65192,Blue Birthday Cake,1.1,2.19,0,0,0,0,206,4/15/2019,4/15/2019,2/2/2017,-0.1,FOOD,,,7.32E+11
IM65214,White Birthday Cake,1.1,2.19,0,0,0,0,250,2/2/2017,10/21/2015,2/2/2017,-0.1,FOOD,,,7.32E+11
IM65224,Yellow Birthday Cake,1.1,2.19,0,0,0,0,250,4/3/2019,4/3/2019,2/2/2017,-0.1,FOOD,,,7.32E+11
IM65225,"Bunch Of Grapes, Purple",0.8,1.59,0,0,0,0,4,4/30/2019,4/30/2019,12/10/2011,0.01,FOOD,FRUIT,NONE,7.32E+11
IM65226,"Fabric, Measuring Tape, Pattern/Scissors, Assorted",1,2,0,0,0,0,250,11/23/2016,6/22/2016,2/5/2016,0,FOOD,,,7.32E+11
IM65259,"Canister Set, 4 Piece - Ivory",2.65,5.29,0,0,0,0,250,11/23/2016,8/29/2015,11/4/2015,-0.4,FOOD,,,7.32E+11
IM65288,Pan with Eggs,1.1,2.19,0,0,0,0,249,3/25/2019,3/25/2019,4/17/2015,-0.1,FOOD,MISC,NONE,7.32E+11
IM65333,"Eggs, 6Pc",1,1.99,0,0,0,0,1,3/25/2019,3/25/2019,12/10/2011,0.05,FOOD,MISC,NONE,7.32E+11
IM65348,Round Christmas Tin with Candy,2,3.99,0,0,0,0,126,3/29/2019,3/29/2019,4/17/2015,-0.5,FOOD,CANDY,NONE,7.32E+11
IM65444,Blueberry Pie,1.3,2.59,0,0,0,0,250,7/24/2018,7/24/2018,6/10/2016,-0.15,FOOD,CAKES & PIES,NONE,7.32E+11
IM65451,Pumpkin Pie,1.3,2.59,0,0,0,0,190,3/29/2019,3/29/2019,6/10/2016,-0.1,FOOD,CAKES & PIES,NONE,7.32E+11
IM65454,"Tomatoes, 6Pc",1,1.99,0,0,0,0,250,4/3/2019,4/3/2019,12/10/2011,0.05,FOOD,VEGETABLES,NONE,7.32E+11
IM65474,Cherry Pie,1.3,2.59,0,0,0,0,195,4/23/2019,4/23/2019,6/10/2016,-0.05,FOOD,CAKES & PIES,NONE,7.32E+11
IM65478,"Food Cans, 6/Pc",2,3.99,0,0,0,0,250,11/23/2016,6/28/2014,6/22/2016,-0.5,FOOD,MISC,NONE,7.32E+11
IM65482,Donuts In White Box,2.5,4.99,0,0,0,0,250,7/26/2018,7/24/2018,7/26/2018,-0.5,FOOD,DESSERT,NONE,7.32E+11
IM65502,".Cantaloupe, 5Pc",2.05,4.09,0,0,0,0,209,3/25/2019,3/25/2019,12/10/2011,0.1,FOOD,FRUIT,NONE,7.32E+11
IM65503,"Corn, 6Pc",2.1,4.19,0,0,0,0,86,3/25/2019,3/25/2019,12/10/2011,-0.01,FOOD,VEGETABLES,NONE,7.32E+11
IM65504,"Pears, 6Pc",1.05,2.09,0,0,0,0,163,4/23/2019,4/23/2019,12/10/2011,0.05,FOOD,FRUIT,NONE,7.32E+11
IM65505,MP3 Player,1.65,3.29,0,0,0,0,250,11/23/2016,4/17/2015,4/17/2015,1.35,FOOD,,,7.32E+11
IM65506,"Green Apples, 6Pc",1,1.99,0,0,0,0,182,4/1/2019,4/1/2019,12/10/2011,0.05,FOOD,FRUIT,NONE,7.32E+11
IM65508,"Yellow Apples, 6Pc",1,1.99,0,0,0,0,250,4/3/2019,4/3/2019,12/10/2011,0.05,FOOD,FRUIT,NONE,7.32E+11
IM65509,"Slices Of Bread, 3Pc",0.7,1.39,0,0,0,0,180,4/30/2019,4/30/2019,12/10/2011,0.02,FOOD,BREADS AND ROLLS,NONE,7.32E+11
IM65510,"Chocolate Sandwich Cookie, 5Pk",1.5,2.99,0,0,0,0,56,3/29/2019,3/29/2019,6/18/2012,0.45,FOOD,DESSERT,NONE,7.32E+11
IM65511,.Cauliflower,0.9,1.8,0,0,0,0,112,3/25/2019,3/25/2019,6/22/2016,-0.3,FOOD,VEGETABLES,NONE,7.32E+11
IM66000,"(D2265D): Food Sacks, 6Pk",1.7,3.39,0,0,0,0,250,4/3/2019,4/3/2019,3/31/2012,0.1,FOOD,GENERAL STORE,NONE,7.32E+11
IM66345,"Country Store Grocery Cans, 24/Pk",2.4,4.79,0,0,0,0,80,5/2/2019,5/2/2019,5/30/2015,-0.4,FOOD,GENERAL STORE,NONE,7.32E+11
IM66350,"Country Store Grocery Tins, 24Pk",2.4,4.79,0,0,0,0,74,4/19/2019,4/19/2019,5/30/2015,-0.4,FOOD,GENERAL STORE,NONE,7.32E+11
MUL1303,Sack Of Oranges,2.25,4.5,0,0,0,0,48,5/2/2019,5/2/2019,11/20/2014,0,FOOD,FRUIT,NONE,7.50E+11
MUL1304,Sack Of Onions,2,3.99,0,0,0,0,0,1/29/2019,1/29/2019,5/1/2015,-0.35,FOOD,VEGETABLES,NONE,7.50E+11
MUL1305,Sack Of Potatoes,2,3.99,0,0,0,0,43,1/24/2019,1/24/2019,4/24/2013,0.35,FOOD,VEGETABLES,NONE,7.50E+11
MUL1813B,Jar Of Candy,1.5,3,0,0,0,0,36,4/30/2019,4/30/2019,7/24/2015,1.63,FOOD,CANDY,NONE,7.50E+11
MUL1813C,Jar Of Lollipops,2.65,5.3,0,0,0,0,0,1/14/2019,1/14/2019,12/5/2015,0,FOOD,CANDY,NONE,7.50E+11
MUL2069,Ice Cream Carton,2.25,4.5,0,0,0,0,1,5/2/2019,5/2/2019,2/11/2014,0.25,FOOD,DESSERT,NONE,7.50E+11
MUL2878,.Barrel Of Crackers,1.75,3.5,0,0,0,0,6,3/28/2019,3/28/2019,12/20/2014,0,FOOD,MISC,NONE,7.50E+11
MUL293,Jar Of Candy,1,1.99,0,0,0,0,57,5/2/2019,5/2/2019,11/18/2014,0,FOOD,CANDY,NONE,7.50E+11
MUL2976,Salt & Pepper,1.5,3,0,0,0,0,159,5/2/2019,5/2/2019,7/26/2013,0.15,FOOD,MISC,NONE,7.50E+11
MUL3096B,"Sundae, Filled",1.75,3.5,0,0,0,0,13,1/4/2019,1/4/2019,11/20/2014,0,FOOD,DESSERT,NONE,7.50E+11
MUL3253,Jar Of Honey,1.99,3.98,0,0,0,0,27,4/22/2019,4/22/2019,12/11/2014,0,FOOD,MISC,NONE,7.50E+11
MUL3289,Egg,0.5,1,0,0,0,0,16,5/2/2019,5/2/2019,1/18/2012,0.05,FOOD,MISC,NONE,7.50E+11
MUL3329,Jug Of Molasses,2.25,4.5,0,0,0,0,3,4/15/2019,4/15/2019,7/12/2014,0.25,FOOD,MISC,NONE,7.50E+11
MUL3371,Cherries,2.65,5.3,0,0,0,0,17,3/8/2019,3/8/2019,11/25/2014,0,FOOD,FRUIT,NONE,7.50E+11
MUL3372,Nuts,2.65,5.3,0,0,0,0,4,5/2/2019,5/2/2019,3/18/2015,0,FOOD,MISC,NONE,7.50E+11
MUL3387,Sardines Can,1.25,2.5,0,0,0,0,30,5/2/2019,5/2/2019,5/20/2014,0.55,FOOD,MISC,NONE,7.50E+11
MUL3608,Turkey,2.5,5,0,0,0,0,15,5/2/2019,5/2/2019,11/10/2014,0,FOOD,DINNER,NONE,7.50E+11
MUL3611,Carrots In Dish,1.85,3.7,0,0,0,0,5,4/8/2019,4/8/2019,6/1/2016,-0.1,FOOD,VEGETABLES,NONE,7.50E+11
MUL3710,Mashed Potatoes,2,3.99,0,0,0,0,42,1/11/2019,1/11/2019,7/22/2015,-0.5,FOOD,VEGETABLES,NONE,7.50E+11
MUL3782C,Cotton Candy,1.5,3,0,0,0,0,3,5/2/2019,5/2/2019,11/14/2013,0.25,FOOD,DESSERT,NONE,7.50E+11
MUL3783A,Candy Apples,3.05,6.1,0,0,0,0,1,5/2/2019,5/2/2019,7/24/2012,0.06,FOOD,DESSERT,NONE,7.50E+11
MUL3783B,Candy Apples with Nuts,3.13,6.25,0,0,0,0,16,4/19/2019,4/19/2019,8/2/2011,1.13,FOOD,DESSERT,NONE,7.50E+11
MUL3784,.Jar Of Sprinkles,2.65,5.3,0,0,0,0,5,4/17/2019,4/17/2019,12/11/2014,0,FOOD,CANDY,MISC,7.50E+11
MUL4970,Steak Sauce,1.1,2.2,0,0,0,0,8,1/29/2019,1/29/2019,1/6/2015,0,FOOD,MISC,NONE,7.50E+11
MUL5064,Jar Of Pasta,3,6,0,0,0,0,0,10/10/2018,10/10/2018,12/16/2014,0,FOOD,MISC,NONE,7.50E+11
NCRA0145,S/4 Food Boxes-Crackers,1.56,3.12,0,,,,0,2/13/2014,8/7/2014,,,FOOD,MISC,NONE,
NCRA0420,"Bowl Of Fruit, 1 Inch W",2.1,4.2,0,0,0,0,0,9/13/2018,5/16/2017,9/13/2018,-0.6,FOOD,FRUIT,NONE,
NCRR0215,"Green Beans, S/12",1.53,3.06,0,0,0,0,12,2/27/2019,2/27/2019,2/27/2019,0.16,FOOD,VEGETABLES,NONE,
NCRR0216,"Carrots, S/12",3.06,6.12,0,0,0,0,12,2/27/2019,2/27/2019,2/27/2019,0.33,FOOD,VEGETABLES,NONE,
NCRR0219,Cucumbers S/12,2.84,5.68,0,0,0,0,10,2/28/2019,2/28/2019,2/6/2019,0.3,FOOD,VEGETABLES,NONE,
NCRR0220,Tomatoes S/12,2.74,5.48,0,0,0,0,12,2/27/2019,2/27/2019,2/27/2019,0.3,FOOD,VEGETABLES,NONE,
NCRR0221,"Potatoes, S/12",2.11,4.22,0,0,0,0,12,2/27/2019,2/27/2019,2/27/2019,0.22,FOOD,VEGETABLES,NONE,
NCRR0229,Whole Cantaloupes S/12,4.73,9.46,0,0,0,0,10,2/27/2019,2/27/2019,2/27/2019,0.5,FOOD,FRUIT,NONE,
NCRR0230,Raw Steaks S/12,4.73,9.46,0,0,0,0,12,2/27/2019,2/27/2019,2/27/2019,1.48,FOOD,DINNER,NONE,
NCRR0234,"Peaches, S/12",2.33,4.66,0,0,0,0,0,3/7/2019,3/7/2019,2/6/2019,0.25,FOOD,FRUIT,NONE,
NCRR0236,"Green Apples, S/12",2.33,4.66,0,0,0,0,0,3/15/2019,3/15/2019,2/26/2019,0.73,FOOD,FRUIT,NONE,
NCRR0238,"Red Apples, S/12",2.33,4.66,0,0,0,0,0,4/17/2019,4/17/2019,2/6/2019,0.25,FOOD,FRUIT,NONE,
NCRR0242,"Oranges, S/12",2.33,4.66,0,0,0,0,9,2/28/2019,2/28/2019,2/6/2019,0.25,FOOD,FRUIT,NONE,
NCRR0243,Lemons S/12,2.33,4.66,0,0,0,0,18,2/27/2019,2/27/2019,2/6/2019,0.25,FOOD,FRUIT,NONE,
NCRR0245,Cookies S/12,3.49,6.98,0,0,0,0,9,2/28/2019,2/28/2019,2/6/2019,0.37,FOOD,DESSERT,NONE,
NCRR0252,Chocolate Covered Donuts S/12,4.37,8.74,0,0,0,0,12,2/6/2019,2/6/2019,2/6/2019,0.47,FOOD,DESSERT,NONE,
NCRR0256,Waffles S/12,4.36,8.72,0,0,0,0,10,12/21/2018,12/21/2018,11/20/2018,-1.01,FOOD,BREAKFAST,NONE,
NCRR0454,"Bananas, S/12",3.12,6.24,0,0,0,0,8,12/21/2018,12/21/2018,11/20/2018,-0.72,FOOD,FRUIT,NONE,
